time_s,original_id,point_row,u_px,v_px,normal_u,normal_v,normal_residual_px
64.425179,143,135,409.920225227705,251.993699624773,-0.975706262730777,0.219082835630588,0.219431191040637
64.475179,143,135,409.789306742282,251.986185493063,-0.975473730175928,0.220115882517962,0.192432918037667
64.725179,143,135,408.930072177797,252.011152293022,-0.885146654480767,-0.46531215335676,-0.0542879664807746
64.775179,143,135,409.037984216806,250.993218150586,-0.999427218452904,-0.0338413211250935,-0.0943138468364637
64.825179,143,135,408.945991102567,250.104908947993,-0.999679094883824,-0.025331941344037,-0.155214456714534
64.975179,143,135,408.525378133691,249.274011784616,-0.99901285037959,-0.0444221203506537,-0.188975285538153
65.025179,143,135,408.330595065536,248.766731239494,-0.999186096583953,-0.0403378778981228,-0.157580822511178
65.075179,143,135,408.089386672558,248.215526088568,-0.999725860804347,-0.0234137403890993,-0.12446924904946
65.125179,143,135,407.992132925767,247.748988896076,-0.999650412648384,-0.026439600827449,-0.181549198048564
65.325179,143,135,407.420456822315,246.020369246687,-0.998737715832304,-0.0502292243029107,-0.152638133235739
65.375179,143,135,407.045883482554,246.07512584888,-0.999887444480383,-0.015003278657996,-0.147392671556456
65.425179,143,135,406.832654318015,245.795954898217,-0.999999999891759,-1.47133237782173e-05,-0.194268542398713
65.575179,143,135,406.476080987265,245.006970559853,-0.996470695316023,-0.0839413686831605,0.136541778382351
65.625179,143,135,406.148837344214,244.82085164086,-0.999306662967255,-0.0372316176018245,-0.00755699026061399
65.675179,143,135,405.854260030872,245.037164122647,-0.999754667046962,-0.0221496211664921,-0.00101598223835736
65.725179,143,135,405.746733995471,244.37868355067,-0.999776974724326,-0.0211187312846635,-0.0733446388991398
65.875179,143,135,405.171980843262,243.686541392191,-0.993739466140387,-0.111722305002264,0.625444688400372
65.925179,143,135,404.84034393135,243.261916552492,-0.998993689381036,-0.0448509595980412,0.28490510150446
65.975179,143,135,404.738879014793,243.250442054338,-0.998360822808284,-0.0572334472276939,0.292329661902463
63.325179,144,136,431.088336462003,254.088282431284,-0.85956285328195,-0.511030039486715,0.369004442025563
63.375179,144,136,431.281251763338,254.36955205986,-0.916853145048591,-0.399224636532502,-0.0142482652722166
63.625179,144,136,430.48666882698,253.859971045397,-0.971569627174279,-0.236754006412631,0.0856737591265045
63.675179,144,136,430.379477698293,253.803251285105,-0.975050199580167,-0.221984477607506,0.020166562329305
63.925179,144,136,429.587033650692,253.57215265445,-0.847136838329738,-0.531374799124587,-0.275140068446751
63.975179,144,136,429.212929539294,253.368136861324,-0.29950183061678,-0.954095725520871,-0.260270587049358
64.025179,144,136,429.30606741346,253.583891838464,-0.798345877679274,-0.602199185977953,-0.454117111363785
64.225179,144,136,428.263320640243,253.223631210518,-0.99768503822677,-0.0680041505972142,0.0922935957229725
64.275179,144,136,427.958522217302,252.916320960237,-0.99768503822677,-0.0680041505972142,0.213018908755962
64.325179,144,136,427.836731518446,252.77226139005,-0.99768503822677,-0.0680041505972142,0.138717539766406
64.475179,144,136,427.019065361894,252.501449663699,-0.99768503822677,-0.0680041505972142,0.348123107417002
64.525179,144,136,427.075331242922,251.64669265401,-0.990700281017259,0.136062313637262,-0.0538677598997995
64.575179,144,136,427.079114571116,251.272023476331,-0.989704551356077,0.143125473012548,-0.320367684535602
64.725179,144,136,426.599350855222,250.732175070606,-0.995423139941607,0.0955655401742302,-0.458757014056854
64.775179,144,136,426.183414842735,250.754346030635,-0.999802244261468,-0.0198864871139396,-0.0635497268012218
64.825179,144,136,426.122562769667,250.773515929295,-0.999996661938359,0.00258381735806686,-0.256234521248423
64.975179,144,136,425.438057546685,250.697965330342,-0.999915544583983,0.012996295599777,-0.245464079689619
65.025179,144,136,424.872703188459,250.613422700938,-0.998995020175177,-0.0448213081602695,0.190700036586869
65.075179,144,136,424.728850259915,250.951745823403,-0.997177575893969,-0.0750791724396865,0.132500220246389
65.225179,144,136,423.951638512303,250.992441619214,-0.995937760797803,-0.0900443036347021,0.23898371927511
65.275179,144,136,423.809412346963,251.034760608321,-0.999800867947267,-0.0199555619287564,0.0750334801232905
65.525179,144,136,422.693451480148,251.796204848413,-0.994977497011372,-0.10009885334501,0.0244609326342597
65.675179,144,136,422.004574066893,251.657458668673,-0.994826118107888,-0.101592296609488,0.0103383502035051
65.725179,144,136,421.699228273788,251.93123985201,-0.990488608254667,-0.137594756141842,0.0412298107061023
65.925179,144,136,420.529514071223,252.09527705848,-0.949134668816584,-0.314870418506459,0.124777614096613
63.325179,145,137,349.253938252524,268.079117479067,0.791994795904231,-0.610527839873511,-0.913314670899823
64.125179,145,137,351.601922798122,267.200161268546,0.639027177557104,-0.7691841563263,-0.303741387209197
